instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
227337221,888036,SENSEX26JUN74100PE,SENSEX,0,2026-06-25,74100.0,0.05,20,PE,BFO-OPT,BFO
227222021,887586,SENSEX26JUN73700PE,SENSEX,0,2026-06-25,73700.0,0.05,20,PE,BFO-OPT,BFO
227314949,887949,SENSEX26JUN73700CE,SENSEX,0,2026-06-25,73700.0,0.05,20,CE,BFO-OPT,BFO
227280389,887814,SENSEX26JUN74200CE,SENSEX,0,2026-06-25,74200.0,0.05,20,CE,BFO-OPT,BFO
227306245,887915,SENSEX26JUN74200PE,SENSEX,0,2026-06-25,74200.0,0.05,20,PE,BFO-OPT,BFO
227224837,887597,SENSEX26JUN73600CE,SENSEX,0,2026-06-25,73600.0,0.05,20,CE,BFO-OPT,BFO
227250949,887699,SENSEX26JUN73600PE,SENSEX,0,2026-06-25,73600.0,0.05,20,PE,BFO-OPT,BFO
227277573,887803,SENSEX26JUN74300PE,SENSEX,0,2026-06-25,74300.0,0.05,20,PE,BFO-OPT,BFO
227316741,887956,SENSEX26JUN74300CE,SENSEX,0,2026-06-25,74300.0,0.05,20,CE,BFO-OPT,BFO
227254277,887712,SENSEX26JUN73500CE,SENSEX,0,2026-06-25,73500.0,0.05,20,CE,BFO-OPT,BFO
227335685,888030,SENSEX26JUN73500PE,SENSEX,0,2026-06-25,73500.0,0.05,20,PE,BFO-OPT,BFO
227288325,887845,SENSEX26JUN74400CE,SENSEX,0,2026-06-25,74400.0,0.05,20,CE,BFO-OPT,BFO
227312901,887941,SENSEX26JUN74400PE,SENSEX,0,2026-06-25,74400.0,0.05,20,PE,BFO-OPT,BFO
227242757,887667,SENSEX26JUN73400PE,SENSEX,0,2026-06-25,73400.0,0.05,20,PE,BFO-OPT,BFO
227339013,888043,SENSEX26JUN73400CE,SENSEX,0,2026-06-25,73400.0,0.05,20,CE,BFO-OPT,BFO
227258373,887728,SENSEX26JUN74500CE,SENSEX,0,2026-06-25,74500.0,0.05,20,CE,BFO-OPT,BFO
227284741,887831,SENSEX26JUN74500PE,SENSEX,0,2026-06-25,74500.0,0.05,20,PE,BFO-OPT,BFO
227246597,887682,SENSEX26JUN73300CE,SENSEX,0,2026-06-25,73300.0,0.05,20,CE,BFO-OPT,BFO
227272709,887784,SENSEX26JUN73300PE,SENSEX,0,2026-06-25,73300.0,0.05,20,PE,BFO-OPT,BFO
227296773,887878,SENSEX26JUN74600CE,SENSEX,0,2026-06-25,74600.0,0.05,20,CE,BFO-OPT,BFO
227321605,887975,SENSEX26JUN74600PE,SENSEX,0,2026-06-25,74600.0,0.05,20,PE,BFO-OPT,BFO
227234565,887635,SENSEX26JUN73200PE,SENSEX,0,2026-06-25,73200.0,0.05,20,PE,BFO-OPT,BFO
227331077,888012,SENSEX26JUN73200CE,SENSEX,0,2026-06-25,73200.0,0.05,20,CE,BFO-OPT,BFO
227293701,887866,SENSEX26JUN74700PE,SENSEX,0,2026-06-25,74700.0,0.05,20,PE,BFO-OPT,BFO
227225093,887598,SENSEX26JUN75900CE,SENSEX,0,2026-06-25,75900.0,0.05,20,CE,BFO-OPT,BFO
227251205,887700,SENSEX26JUN75900PE,SENSEX,0,2026-06-25,75900.0,0.05,20,PE,BFO-OPT,BFO
227254533,887713,SENSEX26JUN75800CE,SENSEX,0,2026-06-25,75800.0,0.05,20,CE,BFO-OPT,BFO
227335941,888031,SENSEX26JUN75800PE,SENSEX,0,2026-06-25,75800.0,0.05,20,PE,BFO-OPT,BFO
227243269,887669,SENSEX26JUN75700PE,SENSEX,0,2026-06-25,75700.0,0.05,20,PE,BFO-OPT,BFO
227339269,888044,SENSEX26JUN75700CE,SENSEX,0,2026-06-25,75700.0,0.05,20,CE,BFO-OPT,BFO
227246853,887683,SENSEX26JUN75600CE,SENSEX,0,2026-06-25,75600.0,0.05,20,CE,BFO-OPT,BFO
227272965,887785,SENSEX26JUN75600PE,SENSEX,0,2026-06-25,75600.0,0.05,20,PE,BFO-OPT,BFO
227234821,887636,SENSEX26JUN75500PE,SENSEX,0,2026-06-25,75500.0,0.05,20,PE,BFO-OPT,BFO
227331333,888013,SENSEX26JUN75500CE,SENSEX,0,2026-06-25,75500.0,0.05,20,CE,BFO-OPT,BFO
227238661,887651,SENSEX26JUN75400CE,SENSEX,0,2026-06-25,75400.0,0.05,20,CE,BFO-OPT,BFO
227265029,887754,SENSEX26JUN75400PE,SENSEX,0,2026-06-25,75400.0,0.05,20,PE,BFO-OPT,BFO
227227397,887607,SENSEX26JUN75300PE,SENSEX,0,2026-06-25,75300.0,0.05,20,PE,BFO-OPT,BFO
227322373,887978,SENSEX26JUN75300CE,SENSEX,0,2026-06-25,75300.0,0.05,20,CE,BFO-OPT,BFO
227230213,887618,SENSEX26JUN75200CE,SENSEX,0,2026-06-25,75200.0,0.05,20,CE,BFO-OPT,BFO
227256069,887719,SENSEX26JUN75200PE,SENSEX,0,2026-06-25,75200.0,0.05,20,PE,BFO-OPT,BFO
227220997,887582,SENSEX26JUN75100PE,SENSEX,0,2026-06-25,75100.0,0.05,20,PE,BFO-OPT,BFO
227260933,887738,SENSEX26JUN75100CE,SENSEX,0,2026-06-25,75100.0,0.05,20,CE,BFO-OPT,BFO
224710149,877774,SENSEX26JUN75000CE,SENSEX,0,2026-06-25,75000.0,0.05,20,CE,BFO-OPT,BFO
224766725,877995,SENSEX26JUN75000PE,SENSEX,0,2026-06-25,75000.0,0.05,20,PE,BFO-OPT,BFO
227275781,887796,SENSEX26JUN74900CE,SENSEX,0,2026-06-25,74900.0,0.05,20,CE,BFO-OPT,BFO
227300869,887894,SENSEX26JUN74900PE,SENSEX,0,2026-06-25,74900.0,0.05,20,PE,BFO-OPT,BFO
227303685,887905,SENSEX26JUN74800CE,SENSEX,0,2026-06-25,74800.0,0.05,20,CE,BFO-OPT,BFO
227330053,888008,SENSEX26JUN74800PE,SENSEX,0,2026-06-25,74800.0,0.05,20,PE,BFO-OPT,BFO
227267589,887764,SENSEX26JUN74700CE,SENSEX,0,2026-06-25,74700.0,0.05,20,CE,BFO-OPT,BFO
227238405,887650,SENSEX26JUN73100CE,SENSEX,0,2026-06-25,73100.0,0.05,20,CE,BFO-OPT,BFO
227264773,887753,SENSEX26JUN73100PE,SENSEX,0,2026-06-25,73100.0,0.05,20,PE,BFO-OPT,BFO
225753605,881850,SENSEX26JUN73000PE,SENSEX,0,2026-06-25,73000.0,0.05,20,PE,BFO-OPT,BFO
225888005,882375,SENSEX26JUN73000CE,SENSEX,0,2026-06-25,73000.0,0.05,20,CE,BFO-OPT,BFO
